Title,PID
"Penruddock, Thomas",reed:84f3e47a-87f2-4075-953e-42b8851fea32
"Heilen, John",reed:3866edba-5015-4d12-806c-db72362b39cf
"Bryan, Joseph",reed:daeee32f-6737-49a7-af14-298123d0c283
"Orsini, Virginio",reed:0993f59e-85df-4186-869f-77ac8e59804a
"Rothwell, William",reed:d1936645-7117-4de3-96e3-870e963bfd17
"Barton, John",reed:b52ba4bd-9df5-4b4e-8d1e-9875e1f16097
"Dowland, Robert",reed:9e3b58ed-eae0-4fcd-9400-36b9bb9b9fa0
"Rhees , Philip",reed:c7f26042-75f0-4852-944d-bf85a69363ed
"Debenham, William",reed:99bbb99f-3f9b-494e-8922-2047d4488ce4
"Spifame, Samuel",reed:9741042e-0df8-447d-939d-16e4cbc150df
"Gerrard , ...",reed:16c12d08-31cf-4d56-8f47-f00434e798c4
"Hickes, Michael",reed:fd4602ea-4cea-4827-ae7b-ff16480920e3
"Babthorp, Henry",reed:ea1a7d8a-70e4-41b9-aca9-5d6e4b73b7cc
"Bland, Desmond Spartling",reed:08d7b9d1-717f-400c-a33c-de0564959833
"Tanner, George",reed:b4c5dbe0-f0be-4b61-a7d9-e52277a6e82f
"Morrice, ...",reed:4c4d05ca-bfa4-401e-a1d8-75dc366416cc
"Goldyng , Richard",reed:994e0450-d677-4eac-8dea-a6676a940dbb
"Dauncye , John",reed:9570c56a-a888-4344-855b-307b8e7e65d2
"Feldyng, …",reed:66a3f766-ea1b-4302-a0a8-ae9d490e93d5
"Calthorpe, Charles",reed:ebf48cdd-382b-4cff-bff0-072ede2dd83f
"Fortescue, William",reed:8bd8da0e-df32-43a6-a06c-ed2aada7fdab
"Collins, Geoffrey",reed:bb79dcc6-762d-4116-9f97-34d4309258ab
"Walrond , William",reed:9ea0d66e-1a64-4bb2-bffd-2261b638b7ef
"Rokeby , Ralph",reed:c47b8f18-2b65-441a-b105-7f93be5cd897
"Kendall, George",reed:34b755eb-e87d-4640-a4c5-19b8cb144c82
"Norton, John",reed:8383c7ba-cdd5-446b-bf47-d1de14d43094
"Cobb, William",reed:97faabc1-1844-4233-b620-f81ccae6f777
"Spencer, John",reed:4b4309f3-6188-4a9a-8cb2-3e690d2b0d75
"Rudyerd, Sir Benjamin",reed:73a975c2-6fa0-4f6e-a819-aeccc4901eb4
"Glascott , Edward",reed:0107a352-bda9-445f-a198-c9c1fa4e099c
"Farrar , William",reed:b422e0e3-b909-4d33-898d-aaa1d17322e5
"Creshield, Richard",reed:580578b0-1853-4845-8f79-5d60aa284697
"Sherard , ...",reed:7d48b6c8-4083-470a-9101-10c88b1bf314
"Barlowe, ...",reed:c3479ccb-8dfd-48d6-ac10-be151b141d7f
"Cole , Robert",reed:35b1e8dc-86de-4d89-b31a-7452851e2c64
"Smythe , Edward",reed:9a0ce4a1-2c9c-48ad-9052-52d7dbeba51c
"Berkeley , Robert",reed:43a14ead-10ad-44b4-95dd-7b81bb2054a7
"Carew, Thomas",reed:20d35011-2383-4cde-806e-38f419230a2e
"Buckworth, William",reed:3df73321-ebae-45fc-86a3-8d9843c6be6d
"White, William",reed:5715dd1a-e2d8-416e-8762-0e19cef60dd1
"Lowre , William",reed:9c8567b4-2dfb-4200-b433-2bdd371c4f21
"Tooke, John",reed:9971ada7-452d-4fc0-af1b-658bc789ba26
"Mills , John",reed:d9d6230d-5cca-4112-88ce-09d5ca604296
"de Boiscot, Ferdinand",reed:e768efb2-674b-495e-bdd7-ba9d398867c0
"Greg, W.W.",reed:b817341d-8f4b-44e1-9a20-979df40014ed
"Colwell, Thomas",reed:d21384ea-c8b0-4b85-b3e6-d8689617e34d
"Tristram, John",reed:28ce4a4a-5d18-47bd-b159-e42685e4639d
"Manningham, John",reed:8683bd4b-d906-4a1d-b774-f40ce319abe1
"Rich , William",reed:4ed659f8-a026-4b28-be89-54ee36f18dc8
"Fludd , Richard",reed:24e5aba2-0bdc-4528-b55e-d43510d71f30
"Smith, Matthew",reed:d3910106-d0a7-4a32-82c6-64d87615c006
"Spencer , John",reed:b7cb581d-21e5-46ee-8789-e4035d56e615
"Cecil, William",reed:a6b9c35d-79d2-4eac-91be-ebc89d933fda
"White, Francis",reed:cd2567d0-89b1-4fef-aa0a-26a117bbceb7
"Dormer, Anna Sophia",reed:a7db6dc4-125e-490c-b0bc-62a5816a76bf
"Jenney, Christopher",reed:dc02bd0a-96c5-4ca1-910a-4da34daec739
"Stuart, Elizabeth",reed:5903f1db-2dda-45b9-a0e3-a61063830705
"Long, Robert",reed:fad41b2a-e105-4a1d-b30b-ee8c9bf7966b
"Chettwood, ...",reed:72e4f570-9c49-4eec-a7e1-982a893d70dd
"Mildmay, Humphrey",reed:f437fee8-0c84-4983-b563-5234c05244a6
"Heminges, William",reed:df18d352-5dbe-421d-bb18-ec8971cd5039
"Jugleger, Robert",reed:e67bfe81-cd17-466f-b87b-7ebc92f8f71c
"Aspland , M.",reed:3fd03b21-9f85-4464-9d1e-5dcca4dbc14d
"Angell, William",reed:25c90c68-d84c-453a-b609-78e11377996c
"Shreche, …",reed:30aa292b-a0e7-43b8-8ac0-1fced31e32e8
"Benstede, …",reed:417d4eb0-c16f-4557-bba7-3265ad90f227
"Johnson, John",reed:1fb40147-b871-4975-a567-ac58e082ac19
"White , B.",reed:ee345b9f-3f4b-4aa6-a70f-0a0c195c0cd5
"Lacy, Henry",reed:e4446b67-b0bf-4975-ade1-df643dae96c0
"Cesar, Robert",reed:82f38426-e0fb-4528-8490-930ea4242f08
"Statham , Nicholas",reed:e0ccec62-4304-473b-9e0d-cc17cd7b72af
"Belchier, Daubridgcourt",reed:a12bf864-edbe-4255-ba09-ab12f6a685d5
"Erizzo, Francesco",reed:ec5f49ed-34b2-459b-8250-7d5c78786296
"Smyth , Edward",reed:3b9a67b7-3db4-4da1-b883-312dd4a68faf
"Hale , Matthew",reed:b773760c-11d0-4abf-b764-877c98260fb1
"Briggs, Oliver",reed:a083d966-09b3-45ee-897d-aedb82e8578b
"Benefeild, David",reed:d149225c-a0e4-4ec4-87ae-c42685e84167
"Drury , Anthony",reed:6878f072-c336-447b-b974-48cc35b896af
"Coventry, Thomas",reed:8f90b650-37e6-493a-ac86-06f0b11e3117
"Pakington , John",reed:1d5c67cb-80f9-4b8e-bab1-7f4f0b8f24b5
"Courtenay, Edward",reed:52ad17c4-9d28-4f7d-9e45-6af252a58a5b
"Thimblebye , Gilbert",reed:62b870df-b752-4c45-ae1f-4d6e082a307f
"Pope , William",reed:c22b393a-c43b-49ae-bf82-3154a79c0d1b
"Penn, Robert",reed:7ed5b7f9-bbc7-4884-99ab-f68b46c738db
"Jones, Mary",reed:023beb94-6c8f-4c0a-877e-b33e515d7d87
"Low, George",reed:ef37737e-4f3e-4717-8f0c-922da0c14d49
"Browne, Anthony",reed:a2b995e4-3d73-4ea1-a5cf-a4817c72518f
"Yong, Bartholomew",reed:e6a113d2-44e2-4ad3-ad42-4abfb550498b
"Newdigate , John",reed:e7601b21-8aa8-45bf-84bb-f8e7ee732aee
"Grimstone, Richard",reed:452d3a18-860f-492f-9325-9cf80ecda071
"Wyndham , Humphrey",reed:a185fe11-de80-4cd7-aae1-41b579982926
"Strong, Roy",reed:520c3431-9cb1-47a0-84b5-7624d2b72615
"Glascott , Philip",reed:d0026781-de14-476f-b8d4-7de04c9259b1
"Conyngisby , …",reed:348af68f-fcdf-4b81-bd87-3466fc919392
"Percy, Henry",reed:e50bf5c5-f21b-4ec3-aca4-4ef3cf8c570b
"Spencer , Thomas",reed:db0e4c65-2fc3-4b5e-9ac1-a0d1e949b59b
"Southwell , Francis",reed:53b7ac2f-1a5e-44e6-8b8d-60397d6b5ec6
"Verney, Michael",reed:bf09a8c5-9fea-45ed-87a3-46e304f9fb30
"Remington, Robert",reed:ab9958be-1a5d-45b9-a02f-283b3e3788a8
"Gashill , William",reed:b92be580-9e23-4419-9d0f-47d169dc40f0
"Fekenham, William",reed:8869b483-7287-4e54-bea5-93d706490b70
"Izord, Francis",reed:56851449-c4fd-4ece-afa6-1cba6aa42612
"Rich, Robert",reed:b4e6839b-12f2-4c5a-b877-9773cfecf15d
"More, Thomas",reed:16df1552-41a3-4317-9502-aaae9dfb05b9
"Rich, Richard",reed:03f1efb0-e638-4815-b450-bebb413522f7
"Hyde , Leonard",reed:c94221e4-689a-47f7-ba8a-0237a2592fbf
"Hungerford, Giles",reed:3d0b4099-528b-4674-87fd-8708338017a5
"Daye, Henry",reed:5df173ce-700e-42f5-b13f-0ea84d1bd97e
"Colman, Edward",reed:33f43e8f-0cd8-4586-8957-6674aa1f2b43
"Merys , Robert",reed:c55949e6-4970-412d-ab42-e0b38c084b14
"Hoskins , John",reed:1a51d9c3-eb42-416c-a12d-8a9f6c6f9573
"Cusack , Thomas",reed:78ee8716-ac69-4962-9fca-32ec37d83a9c
"Buttes, William",reed:31f48c01-6057-4959-9188-ee73facac4d6
"Trotman, Edward",reed:1337b4d9-4715-4b73-93fb-00ea115a60ef
"Norden, John",reed:7670fd9e-615c-40a1-a28b-bfebbe5d912f
"Moyle , Thomas",reed:b14d75ea-5c38-4574-8b1f-f40b0bc6d799
"Hill, William",reed:195fbb63-b711-425c-bc8d-491697cc5345
"Bowes, Percival",reed:304233be-4046-44c3-9553-9cbb5e55df91
"Constable , Robert",reed:7f2ffedd-184b-4f87-b71f-ea0efc1a9188
"Bentley,  John",reed:19ea0473-0ba3-4c51-8fe6-3006c60aac58
"Chetwood, Robert",reed:b16e8ac2-2cfe-47f6-a8a9-c7f7011bb261
"Copley, William",reed:49ed609a-48eb-4c61-816c-6b05a4cb1d15
"Emson, Thomas",reed:eac55dfd-2826-421c-b387-94ff17592ecf
"Cobley, William",reed:07aeacbb-3701-46e4-b197-811be56b80be
"Leght, …",reed:bdc259b4-f0f3-4229-bf1d-7c51f743fb2e
"Barton, …",reed:76f74571-3a07-409d-81fe-d4e78531887b
"Cecil, William",reed:b67f77d4-a73e-45e6-9a81-805b2699ef3d
"Harington, John",reed:64d89464-b313-492d-8d61-1fb40b0671a7
"Inglebye, William",reed:efde160d-8074-4d71-9aa1-5485e81ce3b9
"Gresham , William",reed:41da9dd9-e78c-4250-aab5-540dc7cd975a
"Shelton, Richard",reed:99effc4f-8c32-4f14-88ff-6169e0120562
"Argent, John",reed:80f22531-5e9c-4e21-a639-4d2d190e1c27
"Ward , William",reed:9496e624-004e-4a4e-bfc2-2e6920d063f2
"Styles , Thomas",reed:25b7b1bc-3d4a-4106-a84d-187c5f8bfa71
"Davenant, William",reed:38914e69-7e73-47d8-bbe4-022f2f51bb78
"Southland, Thomas",reed:2e3f90c9-ca41-45e2-97f0-253b0df8f465
"des Bisseaux, ...",reed:b0c63aa3-df08-4fbe-b887-f3289d45361f
"Maunsell , Thomas",reed:3f22e66b-0ba9-4876-94b8-d108254ef37d
"Thornburgh , Robert",reed:680b38bd-66a2-4817-9734-d8d3ce150523
"Skalby, …",reed:69a2b3fe-5b7c-4286-a8e6-a9672fa20e5e
"Hyham , …",reed:866f0ec4-7ee9-4f88-adb3-15f15dbab7d1
"Davenport , Hugh",reed:f20300d7-bfb7-4836-adcd-1461c5766164
"Collier, John Payne",reed:7a6bcf5f-b570-4db9-9d84-51bd49d68a5e
"Cokayne, Aston",reed:bb98e5b3-5ceb-449b-a3a8-50754f721234
"Shelden, William",reed:cf977fb6-4805-4c87-b94d-19495075cfab
"Ramsey, John",reed:8b0c6e7a-2394-4880-b0b5-9a31df2e381b
"Papson, John",reed:ac23a402-b013-4bed-a271-5376c7f93dd5
"Spurling, James",reed:a6b6a0d2-d2cb-4cf0-8de4-44a496683f87
"Elizabeth I",reed:916d610c-5179-481e-bf4f-6b51351754fc
"Fitz, Roger",reed:2f543a42-d05b-4481-97b3-c98d95ecb115
"Cave, …",reed:e06d0e21-5481-428b-9c1b-0e82a4d864f9
"Dudley, Ambrose",reed:1d150f62-1f3e-4c99-990e-4015a512cb01
"Hutton, Richard",reed:562b2b30-a5af-43a4-800a-c642a50bf595
"Bingham, John",reed:f586c4d3-7ea1-4ba1-a8dc-3d9ee5fc2ccd
"Goldsmith, Clement",reed:ca3319cf-403b-41d7-89a3-fec855ae808a
"Anderton, Christopher",reed:76924bb8-3b11-4594-90d0-78937d83d9d7
"Fettiplace , Basil",reed:f7ebea38-8836-475c-bd45-51175694c9b0
"Kyddermyster , Edmund",reed:c3fc0916-defb-4d75-929e-8004a8811a78
"Devereux , Edward",reed:2c3313d0-dfd8-4f2b-9372-4a076b0f9c00
"Carey, Henry",reed:4cda4ad8-8165-4989-926b-17c1c53abdd0
"Cotton, Robert",reed:6ee56bee-e243-46d8-bd08-2127f1fa62a2
"Astyll, William",reed:5a0259d8-10c3-4aaf-80ba-ed9b2a794aa0
"Arthure, Thomas",reed:67aac746-a05d-4c67-91fc-d3802d6a757c
"Mason, Richard",reed:722c998a-a266-4645-a71d-011f30bd6487
"Crewe , Thomas",reed:c6dab174-e1ea-4a13-ba48-84ca4119ab89
"Goderiche, …",reed:c6c3e7da-0c61-4b4b-9e81-fa89a74698e4
"Fane, Thomas",reed:eef0342f-d4eb-4d4f-bea6-81df1c8e2377
"Finch , Henry",reed:f1a50d54-93c9-4403-91a4-84063f32ca89
"Stephens, ...",reed:35e8ae95-428a-49d3-ae74-7f915509688e
"Kemp , Henry",reed:958c6c78-c2fb-425e-b868-ef79dc794c4b
"Rogers, Henry",reed:ece77d13-c440-4bf3-bfdf-241ffe6916d2
"Hopkins, John",reed:006a651a-b392-432d-979a-04141df93fab
"Goodyeere , John",reed:de00689e-2b76-40d3-b89d-e5508df276d5
"Clerke , John",reed:58c8dd38-fc29-4ac2-b0ca-4ae0545953c8
"Pollard, Timothy",reed:c605ebb9-1832-42cd-882f-258340551994
"Candisshe, …",reed:08d73256-a7f6-4575-8bcd-79e5e2492826
"Stuart, Henry Frederick",reed:2024140c-a4d7-4ff0-85e6-922f01b7a99f
"Stradling, Edward",reed:c968949c-9111-4986-bb39-db0cce92323c
"Sidney, Phillip",reed:19aecce2-251e-473b-b51a-a424e325d361
"Bedingfeild, Thomas",reed:0f531182-f330-497a-996d-34431469e14b
"Marshe , John",reed:b6796422-c9e1-48ac-9e2e-2f211b12ce75
"Montfort, Thomas",reed:64028138-76ec-4192-95b2-99a1663c0b4b
"Greeke, William",reed:ddb3386e-6ad7-45fb-a8c4-b40e01c31138
"Mawdeley, John",reed:f4689ed9-1a54-4490-b605-43242a892068
"Deere, William",reed:27d2a531-0f8b-4bfd-bdb4-75ef23169304
"Honychurche, William",reed:00d476ba-1b23-44ed-8247-9934a563be2d
"Muskett, Simon(?)",reed:b1d4e878-90c8-40aa-a8a2-52a032432010
"Bastard , Francis",reed:3a3c4e64-70a4-44a5-ab41-49339902eeb8
"Netherffeld, …",reed:261a8ec3-b053-44d6-9bf3-a6abc9544562
"Haddon, …",reed:47a5f037-1e12-4011-9213-f56fc32b8dd7
"Dixie, Thomas",reed:b7e63905-568a-4ac9-9870-a422cac63e19
"Best, Charles",reed:e488e03d-61c6-4eed-a69c-ef0609c388c4
"Brownlow, Richard",reed:c9055289-3f6c-4475-89ff-7ebcfa88a929
"Tracy , Richard",reed:2d0f70a6-8296-4ef7-bef7-11c969198c77
"Ingram, Arthur",reed:1edb3e4f-6d7f-4928-b3f0-6177ae719fe7
"Carr, Robert",reed:5505dfa7-2794-434e-a33b-fdfac784592b
"Marston, John",reed:cd91fee6-6a77-45d1-b908-dbca20b78986
"Cradock, Matthew",reed:90cb6bcf-c88c-4a47-9853-83b339cd6c22
"Field, Nathan",reed:a19bd59e-967c-4c3e-aed3-c1ce22bef862
"Whytyng, …",reed:26a01678-9844-4751-aaa4-c08c63475442
"Blount, Mountjoy",reed:1b335b47-2d34-4751-846c-7d0d85629659
"Holinshed, Raphael",reed:6365ccf4-927c-42f7-8ec8-02d8580de751
"Onley, John",reed:ce3c525d-81bd-4a7a-8279-5899d86a2add
"Johnson, Robert",reed:6711d893-ae98-4e9f-98f1-343b60a2783b
"Toppham, Henry",reed:3c7438f0-8c57-494d-bd57-105e0b61d2c4
"Tirrell , …",reed:f2a30034-824d-42aa-95f9-bd057c01b684
"Dodmer, John",reed:e4153f03-b4d1-4bae-9f4e-868e79e30541
"Walworth, …",reed:5bfca3e0-7b3c-4951-aee0-be35bb58d0a4
"Saltonstall, Richard",reed:cc311c2f-566b-4f99-aadc-2b9bc14c372a
"Newdigate , John",reed:f2dc89fb-c346-4108-ad2a-6983cab8fc9c
"Rolt , Edward",reed:2b126b67-5e2e-4f6e-a71a-be77aa8c877c
"Feuillerat, Albert ",reed:b0f27e52-9969-4919-a02f-ce188eefc553
"Buttre , Henry",reed:13c5d1fb-d532-48df-9772-56d69ca607cd
"Rosecarrock , John",reed:9f819339-2245-4b9a-890d-73bc24b3c7b0
"Aleyn, ...",reed:2a2e3616-af13-455b-89f5-c49d2e0c51ea
"Stephens , Henry",reed:363c6807-bcaa-4323-a4c9-cdd460f34b79
"Vennar, Richard",reed:0a8e0a2f-0613-445d-82ad-1e7be80ebeed
"Gamble, John",reed:9a51d17d-ef9d-4d26-9753-fb23418c1bdf
"Killingworth, Nicholas",reed:35a6dec4-9f05-4869-91bf-bd26c70fed52
"Anderton, William",reed:f2e82fba-f207-4cd5-a33e-8ae78a87c33e
"Forrest, Anthony",reed:72a24d24-b61f-4cb4-83b2-bcb99c65b163
"Neale, Thomas",reed:688b77bc-eaea-469c-8150-d7d17a7b7031
"Preston, Jean F.",reed:6732962d-a67d-4272-9bf6-09258ccf8461
"Ascough , James",reed:83b22fc9-0886-482e-839d-3bec304e3b52
"Amy, John",reed:1c9d119b-d2f8-4ea7-8f27-73e4f13dac4a
"Wotton, Edward",reed:b8f7ad56-2455-4f77-ba21-af9ac77499da
"Dodderidge , John",reed:e76edc79-5bdb-497a-9337-821435fa69d5
"Bacon, Anthony",reed:56cba99a-78c8-44ff-99d3-6614b7d668f4
"Edward IV",reed:c00c48d9-eba3-48cf-8450-577b7541dbc2
"Lambert, John",reed:3adebf28-a42b-4c8e-884a-2a79e334ff72
"Sandfort, Thomas",reed:05d2d418-e3a7-4468-a319-825129e1abe7
"Coprario, John",reed:c74b9e7e-143e-41cf-addf-b322344b2f08
"Stafford, Edward",reed:10ce09f4-2ab1-420b-a4f4-3e0d109154c1
"Scevington, William",reed:30fb6b6e-2ba8-4344-9e7c-0821b19e10da
"Berkeley, William",reed:19aed8ac-a061-4804-b5f9-4eaea023f691
"Thursby, George",reed:5685d5f8-f181-47c0-8912-ac31b58bb4fa
"Lamploughe , Thomas",reed:5d36a19a-b155-4c55-8267-33c64785c8b5
"Parsons , John",reed:98e77639-fa6a-4f62-84ab-c686f3de411e
"Chambers, Humphrey",reed:4f23637c-712b-4eb7-825a-0aa218d37569
"Taylor , John",reed:ade57227-56e3-4708-9f52-2c0d264f9e23
"Onby, John",reed:bd79cf5d-7ce3-444e-b51e-4950a70d2b8f
"Hamersley, Hugh",reed:08766514-82d1-4692-b754-713552d11302
"Yeandle, Laetitia",reed:2da7b69d-7b4d-42fa-a0a1-adaf2cf1d017
"Welles , John",reed:74eb1089-235d-431d-a225-7d28a3bc931e
"Arlidge, Anthony",reed:804372b9-d016-491f-9fb2-2fc96a77bf29
"Dutton, Laurence",reed:d2d6653d-8aa2-41a5-b2f3-d6f141dd6f09
"Pincombe, Michael",reed:6c708894-7b27-4790-a21c-6c80b6a12312
"Wrench, Jonas",reed:79a251ba-420c-440a-a687-4ee25a045ece
"Grave, Edward",reed:28906296-4b45-45a6-ad4e-1e651d281a05
"Somerset, Edward",reed:3e48fdc9-ef22-4e73-8ee8-af005c797b2c
"Hughes, William",reed:11e2c8f3-9eb0-49a3-add6-786410d9787d
"Arnold, Nicholas",reed:fe25df49-2ac1-4522-8b87-568e7808b522
"Barnardiston , George",reed:e4750283-fab6-4126-98b6-5072e48d71d3
"Hitchcocke , Thomas",reed:61c896e8-ea87-4dda-a8d6-96eb88a5d312
"Woodhouse , Henry",reed:1e5f2c95-b948-4131-9130-0726f99db8cb
"Foulgham , Richard",reed:8ad17fbe-3f26-4705-a71c-2fe879b7ac92
"Ford, John",reed:b71596dc-3adf-4851-bfee-ca1d5977ca62
"Jay , Stephen",reed:b7b5f6f6-2720-4911-b175-dee71c1dee7a
"Varney, Edmund",reed:9465d3bf-e8c8-4e03-b1e8-3748a75c097c
"Etton, …",reed:6b32fea0-2c37-4c3a-afdc-90ee5b20380c
"Parker , Philip",reed:68d4525b-c17c-4264-a5dd-99bc9aeba701
"Ball, Richard",reed:eb575150-f336-44a6-b243-24bcab892892
"Ringrose, Hyacinthe",reed:d9664448-217f-4936-8abc-fa44352481c3
"Michell, John",reed:f81606cc-a291-4010-916f-792634c60869
"Fenner, John",reed:a41187c1-1e72-4aa2-bb38-f9404fccda9d
"Vowell, …",reed:ddfaa82c-015d-4a77-81e1-68bd22155467
"Worsley, Ralph",reed:66383ace-84f5-40d9-8ae6-520cabb24865
"Whitelocke , Bulstrode",reed:de19de22-8bce-4865-b551-a3c90db6e7d4
"Wriothesley, Mary",reed:5c19ace0-d404-4157-b816-37e9462f29ab
"Douglas, William",reed:a9e4c947-5c2b-44b0-bad1-5e61f2b14ba9
"Tasburghe, John",reed:74368e8b-2b85-4206-8a92-541e4adf1a7b
"Butler, John",reed:eb70dd68-d07c-498d-bfd3-e91e92d1ae6b
"Altam , Thomas",reed:44fae76a-eee7-4019-877f-52ca176f37de
"Stubbe, Walter",reed:570c5f7f-083b-4223-aa66-6e923ae1572c
"Ley, James",reed:0f15c209-8014-470d-ada8-f912763df88a
"Selwyn, William",reed:a92cbab9-9f32-4666-a641-7f33622d109b
"Conyers , William",reed:78e0e49f-d8c9-401d-819f-db4147bcd388
"Pollard, John",reed:421dd98b-205b-4f2a-9e9b-ea7f382ee16f
"Hall, Thomas",reed:1e1a7a50-b4a7-4555-89f0-d44cdb92f9ed
"Parker , Brian",reed:c175ad45-e7ba-4ab7-87e8-f1a637a96ab0
"Archer, Jayne",reed:acae81bb-f2f3-40dd-9ac3-bee7fbf65fa6
"Skeirne , ...",reed:b8e2f28c-5a1a-40fe-a691-9070100612d6
"Butler, Thomas",reed:5892844d-8df9-4ec1-874f-32c1dbefee6f
"Goodman , John",reed:17643bb0-41ad-4e51-8ec6-9db542a1b2a3
"Heynnyngham, Anthony",reed:e9f20d74-aa03-4921-a88a-3546f7003228
"Carmynowe , …",reed:e9313a6c-d4e4-4d84-8b02-84fc56a5fb05
"Metham, Thomas",reed:209b095f-5031-4091-a8e6-038cbf70433a
"Cutts, John P.",reed:7b4963b1-f167-4bc5-846a-51d7d558d826
"Brooke, Edmond",reed:c44c1c29-b7d3-4636-aa43-bda388d97a46
"Condell, Henry",reed:f1996579-3f4e-4478-b400-bbe23bbcbdc5
"Brerewood, Robert",reed:6a467af9-f34c-4e36-8314-fff75941b0cd
"Shutleworth, Ughtred",reed:9415dba1-2914-4e06-921a-60c135d29952
"Pearson, Francis",reed:9e3072a0-511d-4dd2-a053-94b58b98412d
"Hopper, John",reed:3a11cdc8-19d9-437b-b963-e52a1705e9b0
"Skarnyng , Edmund",reed:812c446d-818f-49be-9289-91355d2237b8
"Jermy , John",reed:ee09d2ad-ee7d-4b95-9dab-93edde4074e1
"Daniell , John",reed:5fcfbdd4-896c-4e75-ae03-0af9c7ff4694
"Baldry , George",reed:b74a89d7-fd10-49a5-b39b-a940523488d6
"Trenchard, Thomas",reed:9f443f16-26ac-4821-9c4a-e99e399cdd7b
"Fremyngham , Clement",reed:23143480-929b-4e4d-a59e-bbc80bb395f8
"Fitzjames, John",reed:66f81a24-d468-49d2-ada9-a3969da59160
"Mouton, Jean",reed:0b5a13ef-e593-4717-babb-85935636b20f
"Montagu , Sidney",reed:21259e3b-9c8b-4be2-bd68-ec562d82b197
"Pouton , Francis",reed:9753f37c-1f65-4870-9e3b-2d66f1afeaa1
"Fludd , Edward",reed:9fa04d86-1cf5-4765-ac59-d1730706a409
"Leett , John",reed:ebf80318-b24b-4866-a516-384afc354115
"Plat , Hugh",reed:8ae1e0f0-5eb1-47a5-9e40-45cd47620bd3
"Fitz-Hugh, Thomas",reed:e219b203-4cdb-4e93-bc72-a0c4d5541c1f
"Fulkes, Peregrine",reed:920b60da-3fd7-4749-b2f6-84ba8d02b0b0
"Porter, Walter",reed:c88ebfaa-a69c-4fea-9ae0-4396eee8de5e
"Griffyn , Edward",reed:43b0c91f-c71b-44c3-a509-aeb2c3c110fe
"Hugan , Thomas",reed:23298d5e-aaac-4fae-ba3d-7abc0aae0e3e
"Smith, Ralph",reed:a6e65785-1718-4a6f-a364-0263ffd55830
"Welby, …",reed:2de3ad9a-e3ea-4cf0-b418-fd3e09e0f1f3
"Stewart, James",reed:a402bfb9-fc5c-4b7f-b85e-b6851e68f6ff
"Sheffield, Edmund",reed:ece061d6-eb50-438e-92d2-2534db919a99
"Devereux, Robert",reed:bd2070c7-9aab-4817-9e50-57c0caddb7f3
"Southworth, Thomas",reed:1ba3ce3c-08fd-4409-9bf0-9a2a55f7e235
"Charles I",reed:d115d0fe-9c75-486c-88c3-d5bcc635e192
"Hughes, William",reed:4932f0c0-6662-41a7-a557-601d50ceb1e5
"Bemond, Richard",reed:0ac6197f-36a0-4898-b258-827383c9756c
"Probert, George",reed:3ad3049b-3b51-4db0-9971-8b4270168dd5
"Baldwin, William",reed:e6b5bb66-247e-433f-b1eb-b7917c8895c2
"Bysshe, Edward",reed:ad07a15f-1218-4346-9a72-82ba12719db3
"Norton, Thomas",reed:40b8389d-b748-4b32-a89a-0eb650763791
"Corney, Huntingdon Hastings",reed:2a08afe4-15a7-4b09-bd9c-7207b451f370
"St Poll , George",reed:9bed8551-8c78-4a44-b416-fad86225d73a
"Field, Henry",reed:e17932b3-08e9-4f8b-ac76-15d9043a9a18
"Wandforde, Richard",reed:475d13c0-096c-40ac-9292-d792c115a40d
"Davies , Thomas",reed:8a67bf75-28ff-4405-bb7d-7f26c66c11b7
"Wriothesley, Henry",reed:36013261-a233-49d8-81c3-11e85ebb4ba2
"Farrant, Richard",reed:2b43bbd5-616c-4fee-b040-80682ec0d974
"Fisher , Nicholas",reed:aa18ac1b-f5bc-4856-ae2f-28ef73d111e0
"Davye , William",reed:f84407a7-3a4a-4ccd-a2bb-ee8f86088acb
"Daye, Robert",reed:1b93d9c3-10e3-41a9-90cc-1d2d4e9f1f94
"Hunkes, Henry",reed:efd87a8e-0e6a-491b-a311-a597b5cda7ce
"Page, Edward",reed:b5820e04-15da-4b73-99c7-d7c34c0b02e9
"Dudley, John",reed:0c901c71-4a3d-497a-abc6-6adb5724baf7
"Prest, Wilfrid R.",reed:ec97675f-a91b-462b-a2d9-3201adba441c
"Markham , Francis",reed:a63e665f-0429-4da8-a476-3a692fcbb8d2
"Herbert, Philip",reed:931025ba-242b-4973-b65b-c75dac45c2e0
"Campnies , William",reed:3d6fc6d2-5f4b-40d5-9b78-6cb9e0460f0e
"Goodman , Gabriel",reed:b3c1747b-e9e3-4e0a-a9a7-4def3655d8b6
"Webster, John",reed:82776732-a842-4583-8c4a-f219ec6a1179
"Spencer, Thomas",reed:3e326ed7-391e-4d0d-b44c-3649fb8b11a3
"Brickett, John",reed:f35bc153-0987-4636-8866-2fb035390a3e
"Lewes , Henry",reed:d28c32c1-0259-4f64-b697-edd9b1710681
"de Vere, Edward",reed:58e7d940-5025-4723-86b8-04a4f2866bf0
"Pye , Walter",reed:1e8f1fee-3a3d-4175-a52c-ddb2cda1a793
"Dalson , Christopher",reed:7325e759-c80c-47f2-89e7-6de1033be02a
"Marschall , Thomas",reed:355712d4-53bb-431f-b71a-b544ed16e1fd
"Brotanek, Rudolph",reed:d7937eca-6120-4722-901a-4abe4ea9c009
